iter	Logloss
0	0.6414715069
1	0.5897173544
2	0.5576135196
3	0.5245553051
4	0.504866656
5	0.48211321
6	0.4666344215
7	0.4432705586
8	0.4241401731
9	0.4094465753
10	0.3947040518
11	0.3851820621
12	0.3680709189
13	0.3546043209
14	0.3382709101
15	0.3250368019
16	0.315501789
17	0.3073458365
18	0.293892347
19	0.2828936
20	0.2756567386
21	0.2687468529
22	0.2591119508
23	0.2529230376
24	0.2458877997
25	0.2383706422
26	0.2331885138
27	0.2281785313
28	0.2240049045
29	0.2167594345
30	0.2096262907
31	0.2045769406
32	0.1993411651
33	0.1967287215
34	0.1935503551
35	0.1905783935
36	0.1858355908
37	0.1823625662
38	0.1769441296
39	0.1728184218
40	0.1694428615
41	0.1657739995
42	0.1627023839
43	0.1597700757
44	0.1568477267
45	0.1539228924
46	0.150884321
47	0.1466385581
48	0.1452191695
49	0.1421801758
50	0.1384874248
51	0.1348230056
52	0.1323698954
53	0.1301843019
54	0.1281071512
55	0.1261666545
56	0.1236144561
57	0.1212931111
58	0.1197409961
59	0.1175645142
60	0.1155197883
61	0.1129875855
62	0.111053484
63	0.1088450423
64	0.1059701612
65	0.1043827907
66	0.1022558501
67	0.1003051941
68	0.09808509194
69	0.09648127874
70	0.09532606862
71	0.09385000295
72	0.09179111787
73	0.09050138185
74	0.08930424773
75	0.0877145688
76	0.0859978696
77	0.08460040866
78	0.08244818303
79	0.08054437364
80	0.07845869928
81	0.07707589524
82	0.07590369373
83	0.0745844932
84	0.07329259679
85	0.07195677809
86	0.07074354942
87	0.06996695125
88	0.06873036893
89	0.067369107
90	0.06598316291
91	0.06481926643
92	0.0637925886
93	0.06231719272
94	0.0615187211
95	0.06068807304
96	0.06001318281
97	0.05893753822
98	0.05780217043
99	0.05673624319
100	0.05582256246
101	0.05458814831
102	0.05362788728
103	0.05272762067
104	0.05198281695
105	0.05150110683
106	0.05052252329
107	0.0496295801
108	0.04867593307
109	0.04794141804
110	0.04721988287
111	0.04618212573
112	0.04541785678
113	0.04460623998
114	0.0439505353
115	0.0434383966
116	0.04263107069
117	0.04197537607
118	0.04128739165
119	0.04067055503
120	0.04001336397
121	0.03938693669
122	0.03878308252
123	0.03809547099
124	0.03764137325
125	0.03725115642
126	0.03685012468
127	0.03649139307
128	0.03589902327
129	0.0353691854
130	0.03509218069
131	0.03462832403
132	0.03387331021
133	0.03338330838
134	0.03304363044
135	0.03269299369
136	0.03234392876
137	0.0320020625
138	0.03149526386
139	0.03095559593
140	0.03064546663
141	0.03029128641
142	0.03010874548
143	0.02975242339
144	0.02928047024
145	0.02891446524
146	0.02860465816
147	0.02811035343
148	0.02782464287
149	0.02757936343
150	0.02738671082
151	0.02700988733
152	0.02672586194
153	0.02643718966
154	0.02615552962
155	0.02582443573
156	0.02548283257
157	0.02523416135
158	0.02505057839
159	0.02481886866
160	0.02462779469
161	0.02435507047
162	0.02408044215
163	0.02376711206
164	0.02342749292
165	0.02321444545
166	0.02300247185
167	0.02269278755
168	0.02243207911
169	0.02227111473
170	0.02209861532
171	0.02186894547
172	0.02163012021
173	0.02137527999
174	0.02123491706
175	0.02101942954
176	0.02086962926
177	0.0206171076
178	0.02041913378
179	0.02025475099
180	0.02010630652
181	0.01992303669
182	0.01975813159
183	0.01959653576
184	0.01946176755
185	0.01931338804
186	0.0192015275
187	0.01909084996
188	0.01897702035
189	0.01893284925
190	0.01877866714
191	0.01862084443
192	0.01842469351
193	0.01827082452
194	0.01814218373
195	0.01798083737
196	0.0178069789
197	0.01766237251
198	0.01757861938
199	0.01747870445
